id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords
773848,Near Enemies,War-Action-Adventure,English,A squad of American soldiers hunt down a suspected spy that escaped an internment camp during WWII.,1.178,,2020-11-30,0,0,121,Released,Your breaking point is closer than you think.,6.0,1,Trevor B. Nagle-Jeffrey Alan Foster-Kenny Beers-Bryan Wilks-Vint Carmona-Derek Crowe-Jaren Anderson-Josiah Frampton-Chris Hatch-Robert Paine-Kevin Karrick-Steve Tanabe-Ken Thrift-Alexander Nguyen-Patrick Chico-Jesse Deacon-Bryan Palacios-Jason Zlatkus-Christopher Willson-Gina Yip-Chelsey Tera-Thomas Nguyen-Michael Monagle-Dominic Dunnaway-Boynton Paek-Stan Szeto-Brian Marquez-Dean Paul Obsuna-K. Cheng-Dimingo Soriano-William Webe Benarto-Paul Yang-David Koerner-Randel Justin Panlilio-Davin Andre Dupuis-Maralynn Adams,
301260,Pickpocket,,Portuguese,A blur shadow an anonymous interview reveals a lonely man melancholic unfitted to his time. His testimony reveals a city in mutation.,0.6,,2010-01-01,0,0,20,Released,,0.0,0,João Tabarra,
679458,La soplona,,English,Mexican feature film,0.6,,1990-01-01,0,0,79,Released,,5.0,2,,
956001,14 Love Letters,TV Movie-Romance,English,After historic love letters start anonymously appearing in Kallie Sharp's mailbox the hobby farmer searches for her secret admirer and opens herself up to love.,5.963,Brain Power Studio,2022-01-22,0,0,84,Released,,6.2,5,Vanessa Sears-Franco Lo Presti-Madeleine Claude-Kim Roberts-Gabe Grey-Sugenja Sri-William J. Edwards,
135718,OMG: Oh My God!,Comedy-Drama-Fantasy,Hindi,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,8.67,Hari Om Entertainment,2012-09-28,0,0,125,Released,A Divine Comedy.,7.3,178,Paresh Rawal-Akshay Kumar-Mithun Chakraborty-Om Puri-Mahesh Manjrekar-Puja Gupta-Apoorva Arora-Poonam Jhawer-Krunal Pandit-Harsh Chhaya,
576152,Battalion 609,Action-War-Drama,Hindi,The story of Battalion 609 revolves around a cricket match between the Indian Army and the Pakistan army gone wrong and narrates the tale of the brave soldiers of Battalion 609 putting up a fight with the mighty Taliban.,1.746,BIG Curtains Media-NJ Lalwani Films,2019-01-11,0,0,142,Released,One Man Will Break The Rules And Change The History,0.0,0,Shoaib Ibrahim-Elena Kazan-Farnaz Shetty,
692001,Mark Zuckerberg’s Dog,Comedy,English,A very serious critique of capitalism centered on the canine-in-chief of Facebook.,0.6,,2016-12-15,0,0,2,Released,,0.0,0,,dog-facebook
318360,Kevin Bridges: Live at the Referendum,Comedy,English,Glasgow's very own Kevin Bridges brings together four of the UK's top comedians to give their views on the upcoming referendum on Scottish independence. Recorded in front of a packed audience at Glasgow's Theatre Royal Kevin introduces Hal Cruttenden Jack Dee Kerry Godliman and Frankie Boyle.,0.6,BBC Scotland,2014-09-17,0,0,45,Released,Yes/No,8.0,1,Kevin Bridges-Hal Cruttenden-Jack Dee-Kerry Godliman-Frankie Boyle,scotland-referendum
167401,Backroad,Thriller-Horror-Drama,English,A man with a dark past hitches a ride that turns into a road trip to hell and leads him to the revelation of a family secret of biblical proportions.,0.71,,2012-07-17,275000,0,83,Released,Evil takes a different route.,2.0,3,Matthew Carter-Greg Dean-Elizabeth McCain-Julie Oliver-Touchstone-Michael Marlowe-Norris T. Thompson II,
423746,The Painting,,English,The Painting intercuts shots of traffic navigating the old-world remnants of downtown Bern Switzerland with details from a 15th-century altarpiece “The Martyrdom of St. Hippolytus”.  The Painting intercuts shots of traffic navigating the old-world remnants of downtown Bern Switzerland with details from a 15th-century altarpiece “The Martyrdom of St. Hippolytus”. The painting shows the calm near-naked saint in a peaceful landscape a frozen moment before four horses tear his body to pieces while an audience of soigné nobles look on; in the movie’s revised version Beavers gives it a comparably rarefied psychodramatic jolt juxtaposing shots of Gregory Markopoulos bisected by shafts of light with a torn photo of himself and the recurring image of a shattered windowpane. (J. Hoberman The Village Voice),0.6,,1999-10-09,0,0,12,Released,,0.0,0,Gregory J. Markopoulos,
739014,Taciturno,Drama,Portuguese,,0.6,Enlatada Filmes,2020-08-26,0,0,0,Released,,10.0,1,Gabriela Mora-Tereza Cristina-Davi Benseman,deaf-sao paulo brazil-taciturno
252295,Duke,Crime-Drama,English,Duke is a modern day telling of a classic western film. Dare and Roost are brothers who have been raised in a reformatory taught to survive and conditioned to trust no one. They have moved to West Los Angeles where Dare moonlights himself as a Detective and Roost blankets himself in old John Wayne films and reclusive habit. Cleaning the streets and ridding the neighborhoods of scum this contemporary study finds Dare obsessed with a phantom like criminal (Winky) who seems to be terrorizing the community. Simultaneously the same exact investigation is being led by official and likely engrossed Detective Robert Morrison. As Dare closes in on Winky and the entire department closes in on them both these brothers must make the ultimate commitment and pay the extraordinary consequences therein.,1.903,,2013-06-02,550,0,107,Released,"There are 10,000 police officers in the city of Los Angeles. These are not two of them.",3.7,3,Carmine Giovinazzo-Hank Harris-Vanessa Ferlito-Michael Irby-Anthony Gaudioso-Lesley-Ann Brandt-Missy Cummings,vigilante-los angeles california-police detective-vigilantism
34563,Our Family Wedding,Comedy,English,The weeks leading up to a young couple's wedding is comic and stressful especially as their respective fathers try to lay to rest their feud.,11.591,Fox Searchlight Pictures-Dune Entertainment-Sneak Preview Entertainment-Pointe Studios,2010-03-12,14000000,21409028,103,Released,To have and to hold... 'Til dads do us part.,5.7,111,Forest Whitaker-America Ferrera-Carlos Mencia-Regina King-Lance Gross-Diana Maria Riva-Lupe Ontiveros-Anjelah Johnson-Reyes-Charlie Murphy-Shannyn Sossamon-Tonita Castro-Anna Maria Horsford-Warren Sapp-Shondrella Avery-Sterling Ardrey-Skylan Brooks-Castulo Guerra-Joseph Mencia-Vivek Shah-Shaun B'Laurent-Ella Joyce-Sy Richardson-Noel Gugliemi-Caroline Aaron-Hayley Marie Norman-Gina Rodriguez-Harry Shum Jr.-Taye Diggs,interracial marriage-wedding-duringcreditsstinger
347786,Pioneer Heroes,Drama,Russian,"Olga Katya and Andrey have known each other since childhood. They moved to Moscow many years ago and have become successful. Olga is an actress Katya works for a large-scale PR agency and Andrey is a political analyst. They buy cars take mortgages build country houses. Just like everybody else. But their lives bring them neither happiness nor content. The feeling of ""something's not right but I can't put my finger on it"" underpins the lives of today's thirty-year-olds. Their childhood took place during the Soviet era when kids dreamed of becoming heroes believed in spy stories and a bright future. Yet nobody expected that the dream of becoming a hero would be replaced by the dream of stable and predictable existence. People have stopped dreaming of truly grand things. They just play their roles.",1.273,CTB Film Company-Masterskaya Seance,2015-06-18,500000,0,116,Released,,7.2,5,Natalya Kudryashova-Darya Moroz-Aleksey Mitin-Yuriy Kuznetsov-Alesya Guzko-Artyom Bystrov-Alexandr Userdin-Svetlana Pismichenko-Yola Sanko-Aleksandr Oblasov-Svetlana Smirnova-Martsinkevich-Tamara Mironova-Aleksandr Yatsko-Vladimir Ustyugov-Vasily Grigolyunas-Anna Marchenko-Vladimir Kapustin-Kirill Gerra-Asya Davydova,unhappiness-woman director-fulfillment
651610,Pixie,Comedy-Crime-Thriller,English,To avenge her mother's death Pixie masterminds a heist but must flee across Ireland from gangsters take on the patriarchy and choose her own destiny.,11.767,Fragile Films,2020-10-16,0,479317,93,Released,Shall we go see the big scary drug dealer now?,5.8,65,Olivia Cooke-Ben Hardy-Daryl McCormack-Colm Meaney-Alec Baldwin-Rory Fleck-Byrne-Fra Fee-Turlough Convery-Chris Walley-Pat Shortt-Frankie McCafferty-Ned Dennehy-Dylan Moran-Sebastian de Souza-Esme Thompson-Packy Lee-Olivia Byrne-Brenda McNeill-Barbara Adair-Donal O'Farrell-David Rawle-Eoin Duffy-Endang Ward-Stephen Walsh-Karen Smithson-Levi O'Sullivan-Charlie Kranz,ex-boyfriend-family secrets-heist-drugs-death of mother-road movie-escape plan-priests-gangsters
